,sigma,sigma.err,ampl,ampl.err,fval,chi2,chi2dof,filename,humidity,filter,obsmjd,ccdid,amp_id,gain,readnoi,darkcur,magzp,magzpunc,magzprms,clrcoeff,clrcounc,zpclrcov,zpmed,zpavg,zprmsall,clrmed,clravg,clrrms,qid,rcid,seeing,maglim,status,filterid,fieldid,moonalt,moonillf,target_x,target_y,data_hasnan,F0,F0.err,Fratio,Fratio.err,upper_limit,mag,mag_err
0,5.669114695554948,0.16405979148568464,417.83533375910827,17.813084854086718,3942.4965562036,623.993408203125,1.0015945557032504,ztf_20200615372454_000634_zi_c06_o.fits,45.0,ZTF_i,59015.372580999996,6,3,6.3,9.9,1.0,25.753453,2.1733e-06,0.034762,0.205866,1.90213e-05,-5.32e-06,25.805999999999997,25.810984,0.052351999999999996,0.213,0.27899999999999997,0.190149,4,23,1.561,21.19,1,3,634,-5.37836,-0.306069,799.318760670044,2566.5254754000252,False,20016180098.736347,40066.05289382839,2.0874878807944323e-08,8.899342824581365e-10,,19.200940092987405,0.04628692119412583
1,7.154201241301348,0.20390738066305114,504.52683665197776,27.895134205828448,4233.2942307416415,623.8704833984375,1.001397244620285,ztf_20200609316528_000634_zi_c06_o.fits,1.0,ZTF_i,59009.3165394,6,3,6.3,9.9,1.0,25.803653,1.0999e-06,0.024659999999999998,0.204099,9.681000000000001e-06,-2.7000000000000004e-06,25.854,25.860575,0.045834,0.213,0.27899999999999997,0.189295,4,23,2.041,20.49,1,3,634,14.8845,-0.854934,803.5747668362293,2563.9265031430623,False,20963374845.024136,21236.849145302855,2.4067061738951456e-08,1.3306604693533888e-09,,19.04644231985169,0.060030022089450276
2,5.803734236024604,0.16138274623236742,93.93100542289663,17.79486094792023,3971.800842935721,623.8780517578125,1.001409392869683,ztf_20200528316447_000634_zi_c06_o.fits,1.0,ZTF_i,58997.3164583,6,3,6.3,9.9,1.0,25.743988,1.8838999999999999e-06,0.032455,0.20347,1.64903e-05,-4.6e-06,25.796,25.80076,0.050598000000000004,0.213,0.27899999999999997,0.190778,4,23,1.504,21.12,1,3,634,-2.27834,0.302466,830.6476790018883,2547.2045238699066,False,19842445676.82029,34429.34227185432,4.7338421358323645e-09,8.968078450860702e-10,,20.81196557254461,0.20568846999581208
3,25.071025398930512,0.7006596306034594,2346.5531399372157,102.79144428737298,5800.718941970048,623.5953979492188,1.0009556949425662,ztf_20200531250822_000634_zg_c06_o.fits,2.0,ZTF_g,59000.2510069,6,3,6.3,9.9,1.0,28.830040999999998,9.82e-07,0.016415,-0.07545199999999999,2.2835e-06,-1.37e-06,28.789,28.784628,0.025599,0.517,0.602,0.260342,4,23,2.3369999999999997,21.82,1,1,634,39.694,0.627063,787.5343729310755,2565.965911731057,False,340421044572.41406,307895.6603870288,6.893090710313178e-09,3.0195384788385947e-10,,20.403965015816887,0.04756099093880052
4,30.989326904867326,0.8870866248238392,4196.506613544782,112.92931784576305,6065.75601571781,623.6737060546875,1.001081390135935,ztf_20200601292373_000634_zr_c06_o.fits,2.0,ZTF_r,59001.2934028,6,3,6.3,9.9,1.0,28.817767,1.0775e-06,0.017008000000000002,0.107447,2.4904e-06,-1.5e-06,28.875999,28.882589000000003,0.032905000000000004,0.516,0.603,0.262165,4,23,1.936,21.77,1,2,634,33.7767,0.740135,809.9895701763103,2563.779681775779,False,336594333160.23157,334040.9874799599,1.2467549807343569e-08,3.3550570166253526e-10,,19.7605472202943,0.029217504066695887
5,7.749982055829551,0.21987334550436752,4.621170481504633,27.741696841585394,4333.241510404377,623.8359375,1.0013417937399678,ztf_20200511375995_000634_zi_c06_o.fits,2.0,ZTF_i,58980.37601849999,6,3,6.3,9.9,1.0,25.778955,1.0156e-06,0.023916999999999997,0.19473900000000002,8.7837e-06,-2.46e-06,25.826,25.833559,0.044443,0.214,0.28,0.192356,4,23,1.791,20.5,1,3,634,22.0833,-0.806918,785.8935372693213,2566.895173866409,False,20491889248.46476,19168.157633075363,2.2551217340054912e-10,1.3537891262839089e-09,20.5,99.0,99.0
6,45.39815181869378,1.2978246418147354,1363.16664768796,171.63088674195743,6542.938823912818,623.537109375,1.0008621338282504,ztf_20200531333981_000634_zr_c06_o.fits,1.0,ZTF_r,59000.3339931,6,3,6.3,9.9,1.0,27.698211999999998,2.7871e-06,0.027520999999999997,0.100824,6.4859e-06,-3.91e-06,27.7535,27.758917999999998,0.037953,0.518,0.602,0.259209,4,23,1.93,19.93,1,2,634,15.7601,0.636366,801.9522821006058,2559.1191356693907,False,120028616425.98744,308115.1345739581,1.1357013754536792e-08,1.4299163973406402e-09,,19.861839620598136,0.13670072396890962
7,110.5282152662737,3.1333608250971983,-1179.3292037965084,337.28371340695577,7655.057403535557,623.31005859375,1.0004976863463082,ztf_20200605364850_000634_zi_c06_o.fits,1.0,ZTF_i,59005.364884300005,6,3,6.3,9.9,1.0,26.080442,0.00023677169999999998,0.125995,0.039789,0.0015241970000000001,-0.00048326,26.09,26.093058,0.126339,0.237,0.317,0.234129,4,23,1.4369999999999998,17.47,1,3,634,32.0598,0.9973549999999999,795.2721530640738,2547.414222894533,False,27050593616.583874,5899052.650670812,-4.3597165389875163e-08,1.2468628830828656e-08,17.47,99.0,99.0
8,6.142389425327172,0.17625097999666506,21.352593460960897,18.190505570390297,4042.816208355339,624.047119140625,1.0016807690860754,ztf_20200517333391_000634_zi_c06_o.fits,37.0,ZTF_i,58986.333912,6,3,6.3,9.9,1.0,25.769179,2.5609e-06,0.036986,0.187108,2.2456900000000002e-05,-6.29e-06,25.816999,25.821566,0.051144999999999996,0.214,0.28,0.188796,4,23,1.2409999999999999,21.16,1,3,634,-29.4571,-0.24870599999999998,787.2995348724191,2595.0978691847813,False,20308207865.761154,47900.48383346805,1.0514267729630902e-09,8.957218524992793e-10,21.16,99.0,99.0
9,32.53457572081265,0.909196209197167,2605.0157280434346,125.4859458527468,6126.671659708354,623.7272338867188,1.0011673096095004,ztf_20200601251748_000634_zg_c06_o.fits,2.0,ZTF_g,59001.252106500004,6,3,6.3,9.9,1.0,28.815419,1.2478e-06,0.018496000000000002,-0.096902,2.8797e-06,-1.74e-06,28.761,28.756876000000002,0.031362,0.518,0.604,0.261366,4,23,2.3409999999999997,21.62,1,1,634,44.2227,0.735895,824.7357163474245,2557.7546314841643,False,335867204844.461,386000.8502694084,7.75608838990341e-09,3.736177396259119e-10,,20.275893125650242,0.052300887542721816
10,6.851945748578018,0.1947009506962315,267.1550262551408,20.608306693168302,4179.35238171367,623.9051513671875,1.0014528914401084,ztf_20200601331690_000634_zi_c06_o.fits,2.0,ZTF_i,59001.3316898,6,3,6.3,9.9,1.0,25.758718,1.4147e-06,0.028033999999999996,0.191155,1.23423e-05,-3.45e-06,25.805,25.812192,0.045987,0.214,0.28,0.1907,4,23,1.305,21.01,1,3,634,23.1664,0.7440869999999999,800.9613059326143,2565.506819790914,False,20113479166.90763,26207.598910974022,1.3282387598794269e-08,1.0246017869456774e-09,,19.691809626467634,0.08375356066613969
11,6.414832030005308,0.1787259890264169,-14.7611984359542,20.85106923704473,4096.844069329785,623.7913818359375,1.0012702758201244,ztf_20200522335868_000634_zi_c06_o.fits,21.0,ZTF_i,58991.3358681,6,3,6.3,9.9,1.0,25.760289,1.4627000000000002e-06,0.028466,0.207327,1.2854800000000001e-05,-3.59e-06,25.811999999999998,25.818135,0.048530000000000004,0.213,0.27899999999999997,0.189577,4,23,1.652,20.96,1,3,634,-39.855,-0.00159322,805.9242128374243,2565.881566237637,False,20142603319.844418,27136.044415595265,-7.328346888215547e-10,1.035172510025644e-09,20.96,99.0,99.0
